ride_id,timestamp,hour,day_of_week,pickup_district,dropoff_district,passengers,distance_km,duration_min,fare_rub
731,2024-09-08 19:30:47,19,Sunday,Вокзал,Аэропорт,3,15.0,61,510
732,2024-06-29 13:26:38,13,Saturday,Центр,Центр,2,25.8,85,664
733,2024-11-24 16:08:00,16,Sunday,Вокзал,Вокзал,2,14.6,51,423
734,2024-12-31 09:49:53,9,Tuesday,ТЦ-Мега,Промзона,4,23.1,50,614
735,2024-03-09 13:16:11,13,Saturday,Спальный-Север,Вокзал,4,24.4,98,784
736,2024-07-20 11:56:24,11,Saturday,Центр,Спальный-Север,1,33.1,139,850
737,2024-04-11 22:16:44,22,Thursday,Спальный-Юг,Аэропорт,1,30.0,58,761
738,2024-03-28 21:36:07,21,Thursday,Университет,Университет,1,1.5,5,140
739,2024-04-14 08:12:55,8,Sunday,ТЦ-Мега,Аэропорт,4,28.7,72,803
740,2024-11-03 19:13:52,19,Sunday,ТЦ-Мега,Аэропорт,1,10.6,38,348
741,2024-05-14 09:15:39,9,Tuesday,Университет,Вокзал,1,16.3,40,471
742,2024-06-14 13:44:25,13,Friday,Спальный-Юг,Вокзал,1,24.4,91,748
743,2024-01-27 15:21:59,15,Saturday,Центр,Центр,3,9.0,38,374
744,2024-07-14 13:19:25,13,Sunday,Центр,Аэропорт,3,23.8,51,700
745,2024-09-09 08:59:21,8,Monday,ТЦ-Мега,Аэропорт,3,30.8,66,699
746,2024-01-23 07:08:31,7,Tuesday,ТЦ-Мега,Спальный-Юг,3,30.6,124,944
747,2024-05-15 16:33:20,16,Wednesday,Университет,Аэропорт,4,15.8,35,476
748,2024-03-17 06:03:14,6,Sunday,Университет,ТЦ-Мега,1,7.2,22,242
749,2024-09-10 23:02:28,23,Tuesday,Университет,Вокзал,2,13.1,49,419
750,2024-02-17 07:13:55,7,Saturday,Спальный-Юг,Спальный-Север,1,10.7,43,395
751,2024-10-19 14:11:26,14,Saturday,Вокзал,Промзона,1,32.3,80,808
752,2024-12-14 09:07:25,9,Saturday,Промзона,Аэропорт,1,13.7,59,397
753,2024-12-28 06:42:30,6,Saturday,Центр,Промзона,1,16.4,72,538
754,2024-08-19 17:20:46,17,Monday,Аэропорт,Спальный-Север,1,35.0,149,1097
755,2024-05-24 18:20:51,18,Friday,ТЦ-Мега,Вокзал,4,2.9,6,174
756,2024-05-02 09:49:55,9,Thursday,ТЦ-Мега,ТЦ-Мега,3,14.6,27,360
757,2024-11-30 16:09:07,16,Saturday,Спальный-Юг,Аэропорт,3,11.2,44,405
758,2024-07-07 17:32:12,17,Sunday,ТЦ-Мега,Вокзал,4,17.6,74,543
759,2024-11-10 18:11:27,18,Sunday,Университет,Спальный-Север,2,22.4,46,576
760,2024-09-26 21:40:41,21,Thursday,Университет,Спальный-Юг,2,18.8,49,506
761,2024-12-16 22:57:19,22,Monday,Центр,Вокзал,1,29.6,95,733
762,2024-09-18 14:27:26,14,Wednesday,Спальный-Юг,Промзона,3,4.2,15,204
763,2024-09-14 15:01:07,15,Saturday,ТЦ-Мега,Центр,1,26.2,80,780
764,2024-12-26 12:19:20,12,Thursday,Спальный-Юг,Промзона,2,21.0,64,621
765,2024-02-10 08:47:38,8,Saturday,Центр,Центр,4,9.8,35,330
766,2024-03-28 07:41:30,7,Thursday,Университет,Спальный-Юг,3,16.6,48,504
767,2024-12-19 17:43:25,17,Thursday,Спальный-Север,Вокзал,1,28.4,58,595
768,2024-04-06 17:54:01,17,Saturday,ТЦ-Мега,Спальный-Север,1,8.1,29,308
769,2024-08-25 09:09:30,9,Sunday,Университет,Университет,4,15.3,32,486
770,2024-08-18 03:37:15,3,Sunday,Центр,Промзона,1,7.8,26,311
771,2024-12-31 07:27:26,7,Tuesday,Спальный-Юг,Центр,4,29.9,113,863
772,2024-09-19 12:37:46,12,Thursday,Университет,Спальный-Север,1,21.8,79,698
773,2024-08-04 14:36:20,14,Sunday,Университет,Вокзал,4,19.8,50,566
774,2024-11-26 16:22:28,16,Tuesday,Спальный-Север,Университет,3,24.7,46,560
775,2024-09-16 12:14:37,12,Monday,Университет,Аэропорт,3,31.9,87,849
776,2024-07-18 17:26:53,17,Thursday,Университет,Аэропорт,2,33.0,118,851
777,2024-02-14 09:42:30,9,Wednesday,Вокзал,ТЦ-Мега,4,5.4,13,224
778,2024-04-17 09:35:03,9,Wednesday,Аэропорт,Аэропорт,1,35.0,97,805
779,2024-06-21 18:27:07,18,Friday,Спальный-Юг,Промзона,3,22.0,47,507
780,2024-10-12 18:17:57,18,Saturday,Вокзал,Центр,4,6.1,22,249
781,2024-02-26 18:06:50,18,Monday,Центр,Вокзал,2,21.8,85,738
782,2024-04-15 16:58:23,16,Monday,Университет,Вокзал,2,6.3,16,235
783,2024-06-20 16:52:08,16,Thursday,Центр,Спальный-Север,4,5.2,12,237
784,2024-09-15 10:10:05,10,Sunday,Спальный-Север,Аэропорт,4,10.0,37,336
785,2024-03-11 18:51:27,18,Monday,Промзона,Центр,4,15.1,44,438
786,2024-01-06 07:45:51,7,Saturday,ТЦ-Мега,Аэропорт,4,18.6,37,460
787,2024-01-19 06:42:59,6,Friday,Спальный-Юг,ТЦ-Мега,4,22.8,97,581
788,2024-12-24 20:35:55,20,Tuesday,Центр,Спальный-Юг,2,11.3,43,424
789,2024-08-16 17:41:13,17,Friday,Университет,Промзона,4,31.2,109,885
790,2024-06-03 18:05:02,18,Monday,Аэропорт,Спальный-Юг,2,19.3,55,580
791,2024-10-09 07:19:33,7,Wednesday,Спальный-Юг,Спальный-Север,3,12.6,44,342
792,2024-09-15 18:07:46,18,Sunday,Промзона,Вокзал,1,3.0,8,171
793,2024-03-04 18:28:19,18,Monday,Спальный-Север,Спальный-Север,3,20.5,37,489
794,2024-12-07 09:50:52,9,Saturday,Спальный-Север,Вокзал,3,25.3,91,766
795,2024-04-08 14:52:49,14,Monday,ТЦ-Мега,Вокзал,1,13.3,27,408
796,2024-03-07 06:30:13,6,Thursday,ТЦ-Мега,Спальный-Юг,4,16.2,45,470
797,2024-08-13 16:44:59,16,Tuesday,Аэропорт,Аэропорт,2,33.2,125,887
798,2024-08-22 13:08:45,13,Thursday,Университет,Университет,1,18.4,59,567
799,2024-10-13 18:23:58,18,Sunday,Вокзал,Промзона,3,33.4,114,865
800,2024-03-19 05:07:23,5,Tuesday,Центр,Аэропорт,2,11.4,32,334
801,2024-08-03 18:03:59,18,Saturday,Университет,Центр,1,31.4,132,808
802,2024-02-04 14:55:02,14,Sunday,Промзона,ТЦ-Мега,4,15.2,51,470
803,2024-11-06 19:08:48,19,Wednesday,Университет,Аэропорт,3,5.7,20,252
804,2024-11-15 07:42:39,7,Friday,Центр,Университет,3,14.9,36,410
805,2024-03-25 16:45:01,16,Monday,Вокзал,Вокзал,2,20.4,81,651
806,2024-10-04 21:36:48,21,Friday,Университет,Центр,1,2.8,9,157
807,2024-09-29 17:11:01,17,Sunday,Университет,Вокзал,3,10.3,24,357
808,2024-01-24 12:31:55,12,Wednesday,Центр,Промзона,4,32.8,89,731
809,2024-02-28 09:06:34,9,Wednesday,Вокзал,Аэропорт,3,6.7,15,228
810,2024-12-13 21:10:03,21,Friday,Центр,Спальный-Юг,4,21.9,59,487
811,2024-03-13 07:26:57,7,Wednesday,Вокзал,Центр,2,12.0,34,411
812,2024-11-01 09:37:15,9,Friday,Вокзал,Спальный-Юг,1,17.8,68,518
813,2024-10-10 10:26:04,10,Thursday,Центр,Спальный-Юг,1,17.5,51,453
814,2024-10-11 09:41:50,9,Friday,Спальный-Север,Аэропорт,3,5.3,18,223
815,2024-03-27 14:50:15,14,Wednesday,Университет,Центр,1,19.3,57,622
816,2024-11-13 19:18:41,19,Wednesday,Университет,Спальный-Юг,3,34.1,61,950
817,2024-07-13 19:22:53,19,Saturday,Центр,Аэропорт,1,22.5,76,637
818,2024-07-21 09:44:07,9,Sunday,ТЦ-Мега,Спальный-Север,3,29.2,110,962
819,2024-06-24 20:40:16,20,Monday,Промзона,Промзона,2,34.3,127,859
820,2024-11-02 13:21:01,13,Saturday,Университет,Центр,1,32.1,69,919
821,2024-07-30 17:35:57,17,Tuesday,Вокзал,Вокзал,1,24.7,77,647
822,2024-12-09 20:28:43,20,Monday,Промзона,ТЦ-Мега,2,5.2,23,228
823,2024-12-22 19:00:07,19,Sunday,Спальный-Север,Центр,3,16.7,72,519
824,2024-12-29 17:22:12,17,Sunday,Спальный-Север,Спальный-Север,4,4.1,14,190
825,2024-01-19 22:17:31,22,Friday,Спальный-Север,ТЦ-Мега,1,31.8,118,784
826,2024-10-18 19:32:31,19,Friday,Аэропорт,Вокзал,2,6.8,16,264
827,2024-03-06 18:16:59,18,Wednesday,Спальный-Юг,Спальный-Север,1,20.4,49,550
828,2024-12-20 23:43:34,23,Friday,Центр,ТЦ-Мега,1,21.9,80,716
829,2024-06-14 19:27:54,19,Friday,Университет,Университет,3,34.8,88,930
830,2024-01-23 14:56:46,14,Tuesday,Университет,Промзона,1,8.6,22,283
831,2024-06-20 11:05:56,11,Thursday,ТЦ-Мега,Вокзал,2,20.4,38,571
832,2024-06-17 08:19:04,8,Monday,Центр,Промзона,3,22.3,46,567
833,2024-08-30 09:15:21,9,Friday,Спальный-Север,Вокзал,4,29.3,118,840
834,2024-11-16 18:28:37,18,Saturday,ТЦ-Мега,Промзона,1,5.2,23,256
835,2024-02-01 18:58:51,18,Thursday,Вокзал,Вокзал,1,16.0,42,476
836,2024-05-30 15:54:24,15,Thursday,Центр,Университет,4,14.7,51,439
837,2024-08-07 13:56:39,13,Wednesday,Центр,Университет,3,22.1,60,692
838,2024-02-25 15:06:00,15,Sunday,Спальный-Север,Аэропорт,3,21.2,42,606
839,2024-09-03 10:46:39,10,Tuesday,Центр,Аэропорт,3,16.1,40,502
840,2024-09-19 15:41:48,15,Thursday,Аэропорт,Аэропорт,4,13.2,45,420
841,2024-06-24 09:18:23,9,Monday,Аэропорт,Центр,2,34.0,109,950
842,2024-10-13 14:54:03,14,Sunday,Спальный-Север,Вокзал,3,15.4,36,388
843,2024-08-31 08:44:44,8,Saturday,Промзона,Спальный-Юг,4,34.4,118,863
844,2024-02-23 10:29:56,10,Friday,Центр,Спальный-Север,2,27.8,53,601
845,2024-04-19 13:15:30,13,Friday,ТЦ-Мега,Спальный-Север,4,26.0,114,726
846,2024-01-04 08:23:00,8,Thursday,Спальный-Юг,Университет,2,3.5,7,160
847,2024-07-03 16:02:01,16,Wednesday,Спальный-Юг,Аэропорт,3,7.8,20,251
848,2024-05-05 19:11:12,19,Sunday,Центр,Аэропорт,4,1.7,7,150
849,2024-02-26 17:21:59,17,Monday,Промзона,Аэропорт,4,8.1,25,277
850,2024-02-03 19:07:09,19,Saturday,ТЦ-Мега,Промзона,3,31.0,67,665
851,2024-11-21 16:15:58,16,Thursday,Спальный-Юг,Аэропорт,3,2.6,9,154
852,2024-11-18 09:50:17,9,Monday,Университет,Спальный-Север,1,30.7,126,1018
853,2024-12-05 18:39:04,18,Thursday,Промзона,Университет,4,6.7,19,278
854,2024-12-30 08:23:33,8,Monday,Спальный-Юг,ТЦ-Мега,1,24.6,92,701
855,2024-04-13 08:28:55,8,Saturday,ТЦ-Мега,Аэропорт,3,9.0,22,290
856,2024-02-13 09:08:48,9,Tuesday,Центр,Университет,3,3.9,12,185
857,2024-08-27 12:27:26,12,Tuesday,Центр,Аэропорт,4,13.5,42,383
858,2024-11-26 08:04:22,8,Tuesday,Вокзал,Спальный-Юг,2,31.7,82,803
859,2024-02-06 07:23:02,7,Tuesday,Спальный-Юг,Спальный-Юг,3,19.6,53,574
860,2024-11-05 08:08:54,8,Tuesday,Центр,Спальный-Юг,3,26.6,101,864
861,2024-07-25 19:25:52,19,Thursday,Аэропорт,ТЦ-Мега,2,20.7,74,594
862,2024-04-17 08:30:14,8,Wednesday,Университет,Промзона,1,18.5,73,608
863,2024-04-06 10:27:49,10,Saturday,Центр,Промзона,2,33.0,97,835
864,2024-03-06 15:19:47,15,Wednesday,Промзона,Спальный-Север,4,1.3,5,136
865,2024-07-25 12:48:49,12,Thursday,Центр,Аэропорт,2,24.5,64,666
866,2024-06-18 22:36:40,22,Tuesday,ТЦ-Мега,ТЦ-Мега,2,28.2,120,840
867,2024-02-02 21:34:24,21,Friday,Университет,Спальный-Юг,1,7.4,15,261
868,2024-12-11 08:35:11,8,Wednesday,Аэропорт,Спальный-Север,1,2.1,8,151
869,2024-07-16 20:18:13,20,Tuesday,Центр,Промзона,1,8.9,32,277
870,2024-07-29 08:25:10,8,Monday,Вокзал,ТЦ-Мега,2,34.6,74,808
871,2024-04-15 07:19:27,7,Monday,Спальный-Юг,Спальный-Север,4,28.8,104,699
872,2024-01-04 09:09:28,9,Thursday,Промзона,Университет,4,3.2,9,182
873,2024-01-21 13:47:05,13,Sunday,Спальный-Юг,ТЦ-Мега,2,10.8,45,369
874,2024-04-01 12:57:39,12,Monday,Аэропорт,Вокзал,4,25.9,79,805
875,2024-01-23 17:15:56,17,Tuesday,Спальный-Юг,Вокзал,2,30.6,78,815
876,2024-07-29 20:48:35,20,Monday,Промзона,ТЦ-Мега,4,5.1,14,228
877,2024-04-16 08:32:02,8,Tuesday,Университет,ТЦ-Мега,3,16.7,33,482
878,2024-04-09 18:25:02,18,Tuesday,Промзона,Университет,4,1.4,3,136
879,2024-02-12 13:35:42,13,Monday,Спальный-Юг,Аэропорт,2,9.2,40,303
880,2024-11-06 19:06:11,19,Wednesday,Вокзал,Центр,3,11.0,36,347
881,2024-07-02 07:11:13,7,Tuesday,Университет,Центр,1,25.3,107,752
882,2024-06-06 11:28:03,11,Thursday,Спальный-Север,Спальный-Север,3,21.3,41,518
883,2024-04-12 20:05:01,20,Friday,Спальный-Север,Вокзал,2,15.3,68,471
884,2024-02-19 21:51:53,21,Monday,ТЦ-Мега,Вокзал,3,29.2,66,631
885,2024-11-16 10:12:39,10,Saturday,Вокзал,Спальный-Север,2,8.0,26,323
886,2024-06-14 07:11:00,7,Friday,Университет,Спальный-Север,1,14.7,39,412
887,2024-05-22 17:41:39,17,Wednesday,Спальный-Юг,Университет,1,13.5,27,346
888,2024-10-18 17:10:16,17,Friday,ТЦ-Мега,Аэропорт,3,33.6,115,1063
889,2024-12-18 08:20:54,8,Wednesday,Университет,ТЦ-Мега,2,23.7,47,483
890,2024-12-26 13:00:14,13,Thursday,Спальный-Север,ТЦ-Мега,2,1.7,7,137
891,2024-01-31 16:08:23,16,Wednesday,Центр,Спальный-Север,4,18.0,42,468
892,2024-06-17 18:08:17,18,Monday,ТЦ-Мега,Спальный-Юг,1,11.8,46,338
893,2024-06-18 08:21:15,8,Tuesday,Спальный-Север,Спальный-Север,4,8.0,16,301
894,2024-04-03 14:28:40,14,Wednesday,Спальный-Север,Центр,2,1.2,5,125
895,2024-03-05 21:05:11,21,Tuesday,Спальный-Север,Вокзал,4,21.1,85,720
896,2024-06-08 18:10:46,18,Saturday,Спальный-Юг,Спальный-Юг,4,7.7,23,285
897,2024-04-13 22:17:55,22,Saturday,ТЦ-Мега,ТЦ-Мега,2,27.6,56,812
898,2024-08-04 13:32:39,13,Sunday,Университет,Центр,4,26.0,100,825
899,2024-02-12 12:48:58,12,Monday,Аэропорт,Спальный-Юг,4,32.3,110,757
900,2024-08-20 13:18:24,13,Tuesday,Университет,Спальный-Север,2,20.1,62,532
901,2024-01-03 20:00:55,20,Wednesday,ТЦ-Мега,ТЦ-Мега,3,18.0,68,540
902,2024-06-06 11:41:37,11,Thursday,Вокзал,ТЦ-Мега,2,3.4,14,203
903,2024-08-11 08:16:49,8,Sunday,Университет,Промзона,1,32.0,120,887
904,2024-08-05 17:47:15,17,Monday,Центр,Аэропорт,3,9.2,17,319
905,2024-12-14 16:09:16,16,Saturday,Аэропорт,Центр,1,9.4,32,339
906,2024-11-25 18:45:58,18,Monday,Вокзал,Спальный-Север,4,14.1,52,511
907,2024-08-06 08:16:44,8,Tuesday,ТЦ-Мега,Спальный-Юг,4,11.3,50,410
908,2024-02-15 18:06:40,18,Thursday,Спальный-Юг,Спальный-Север,4,20.5,81,675
909,2024-01-04 17:10:52,17,Thursday,ТЦ-Мега,ТЦ-Мега,3,17.7,36,521
910,2024-03-28 18:11:23,18,Thursday,Вокзал,Университет,2,7.3,16,255
911,2024-01-31 08:47:11,8,Wednesday,ТЦ-Мега,Университет,1,28.5,66,854
912,2024-03-26 19:05:18,19,Tuesday,Центр,Спальный-Север,4,3.9,8,165
913,2024-02-21 13:00:03,13,Wednesday,Центр,Вокзал,2,10.0,44,375
914,2024-01-04 14:24:38,14,Thursday,Университет,Университет,3,18.7,82,538
915,2024-06-21 16:23:43,16,Friday,Промзона,ТЦ-Мега,4,31.3,141,1013
916,2024-07-01 16:55:21,16,Monday,ТЦ-Мега,Аэропорт,1,28.4,51,790
917,2024-09-28 16:17:44,16,Saturday,Университет,ТЦ-Мега,2,26.5,65,668
918,2024-11-22 00:52:20,0,Friday,Промзона,Университет,2,1.6,4,128
919,2024-07-23 16:47:39,16,Tuesday,Университет,Вокзал,4,28.0,77,853
920,2024-04-09 09:45:09,9,Tuesday,Центр,Аэропорт,4,30.6,127,961
921,2024-06-03 18:53:43,18,Monday,Университет,Вокзал,4,34.9,156,994
922,2024-05-03 17:15:13,17,Friday,Вокзал,ТЦ-Мега,1,6.8,30,289
923,2024-06-16 08:57:24,8,Sunday,Университет,Вокзал,2,27.1,65,625
924,2024-11-20 20:46:31,20,Wednesday,Вокзал,Промзона,4,4.1,15,215
925,2024-07-14 20:41:41,20,Sunday,Спальный-Север,Спальный-Север,3,27.7,122,797
926,2024-02-14 07:07:05,7,Wednesday,Вокзал,Промзона,2,12.6,43,361
927,2024-07-13 19:36:47,19,Saturday,ТЦ-Мега,ТЦ-Мега,3,1.1,2,123
928,2024-12-13 18:59:50,18,Friday,Вокзал,ТЦ-Мега,1,5.3,19,233
929,2024-08-23 14:20:09,14,Friday,Университет,Аэропорт,3,28.7,75,657
930,2024-12-06 07:54:51,7,Friday,Вокзал,Спальный-Юг,4,29.1,55,652
931,2024-04-20 16:31:18,16,Saturday,Промзона,Аэропорт,2,24.9,70,783
932,2024-04-25 19:44:47,19,Thursday,Университет,ТЦ-Мега,3,2.8,12,163
933,2024-12-03 22:58:54,22,Tuesday,ТЦ-Мега,Университет,3,6.4,12,226
934,2024-07-19 18:04:33,18,Friday,ТЦ-Мега,Вокзал,2,25.7,66,778
935,2024-10-24 10:55:51,10,Thursday,Аэропорт,Аэропорт,4,2.8,12,166
936,2024-05-29 17:57:09,17,Wednesday,Центр,Промзона,1,8.1,32,277
937,2024-03-16 17:24:27,17,Saturday,Промзона,Университет,2,24.1,54,511
938,2024-03-01 21:32:41,21,Friday,ТЦ-Мега,Спальный-Север,1,12.5,37,343
939,2024-07-22 07:31:19,7,Monday,ТЦ-Мега,Вокзал,4,24.4,107,766
940,2024-11-28 19:24:17,19,Thursday,Вокзал,Вокзал,1,22.5,68,509
941,2024-12-08 13:58:32,13,Sunday,Университет,Спальный-Юг,1,8.6,29,346
942,2024-04-02 18:24:30,18,Tuesday,Аэропорт,Вокзал,3,35.0,129,882
943,2024-10-02 06:11:25,6,Wednesday,Университет,Вокзал,1,28.6,53,708
944,2024-04-16 18:42:57,18,Tuesday,Центр,Университет,3,5.0,21,237
945,2024-03-06 07:36:13,7,Wednesday,Центр,Вокзал,1,23.2,47,532
946,2024-07-05 13:34:10,13,Friday,Спальный-Юг,Центр,3,15.4,67,419
947,2024-08-15 17:08:36,17,Thursday,Промзона,Спальный-Север,1,17.7,47,568
948,2024-01-23 17:15:02,17,Tuesday,Аэропорт,Спальный-Север,3,7.4,19,288
949,2024-11-14 09:27:04,9,Thursday,Аэропорт,ТЦ-Мега,4,19.7,49,562
950,2024-05-10 06:43:27,6,Friday,Спальный-Юг,Спальный-Север,3,33.0,72,707
951,2024-11-27 15:52:32,15,Wednesday,ТЦ-Мега,ТЦ-Мега,1,21.6,63,518
952,2024-05-06 22:04:17,22,Monday,Вокзал,Промзона,1,5.2,11,213
953,2024-06-19 11:49:17,11,Wednesday,Вокзал,ТЦ-Мега,2,6.0,24,236
954,2024-02-23 11:50:59,11,Friday,Университет,Вокзал,3,5.2,17,242
955,2024-05-24 17:35:17,17,Friday,ТЦ-Мега,Аэропорт,3,21.7,92,581
956,2024-12-13 18:50:34,18,Friday,Аэропорт,Спальный-Юг,1,19.8,83,583
957,2024-12-31 17:09:42,17,Tuesday,Центр,Промзона,2,5.3,15,233
958,2024-08-02 17:45:29,17,Friday,Спальный-Юг,Спальный-Юг,4,7.2,32,308
959,2024-04-27 14:19:40,14,Saturday,Промзона,Вокзал,1,30.2,132,849
960,2024-05-02 06:05:10,6,Thursday,Университет,Центр,4,20.6,42,490
961,2024-03-10 17:30:31,17,Sunday,Вокзал,ТЦ-Мега,1,18.5,83,652
962,2024-01-04 16:45:27,16,Thursday,Центр,Университет,2,24.9,95,650
963,2024-09-25 17:57:14,17,Wednesday,Промзона,Центр,4,6.9,19,230
964,2024-03-28 13:23:07,13,Thursday,Вокзал,Спальный-Юг,3,12.5,45,444
965,2024-05-15 13:13:00,13,Wednesday,Спальный-Юг,Центр,4,26.1,87,644
966,2024-09-06 20:03:22,20,Friday,Вокзал,Центр,3,1.2,4,126
967,2024-04-05 20:25:22,20,Friday,Аэропорт,ТЦ-Мега,1,1.3,4,126
968,2024-01-04 20:09:49,20,Thursday,Спальный-Юг,Промзона,4,23.3,56,584
969,2024-10-01 20:51:17,20,Tuesday,Аэропорт,Аэропорт,3,4.7,14,224
970,2024-01-03 18:22:56,18,Wednesday,Центр,Аэропорт,4,30.6,71,667
971,2024-06-18 12:57:02,12,Tuesday,Спальный-Юг,Вокзал,4,6.5,15,239
972,2024-09-10 13:51:43,13,Tuesday,ТЦ-Мега,ТЦ-Мега,2,25.3,68,733
973,2024-02-25 07:50:01,7,Sunday,Спальный-Север,Центр,3,5.3,14,192
974,2024-11-01 12:47:00,12,Friday,ТЦ-Мега,Спальный-Север,2,15.8,41,448
975,2024-04-05 18:15:17,18,Friday,Спальный-Север,ТЦ-Мега,2,27.1,112,919
976,2024-02-22 13:44:46,13,Thursday,Аэропорт,Спальный-Север,1,18.1,41,579
977,2024-01-20 07:17:12,7,Saturday,Вокзал,Центр,4,32.6,96,884
978,2024-06-05 12:44:40,12,Wednesday,Центр,ТЦ-Мега,1,34.3,82,822
979,2024-05-17 09:23:17,9,Friday,Центр,Аэропорт,1,33.1,123,825
980,2024-12-04 00:47:20,0,Wednesday,Вокзал,ТЦ-Мега,2,8.2,25,323
981,2024-09-08 09:23:21,9,Sunday,Аэропорт,Промзона,3,11.3,23,283
982,2024-07-04 18:47:49,18,Thursday,Спальный-Юг,Спальный-Север,4,21.0,72,546
983,2024-02-24 06:08:40,6,Saturday,Спальный-Север,Спальный-Север,4,26.2,56,680
984,2024-02-08 20:34:39,20,Thursday,Спальный-Север,Аэропорт,1,12.7,48,474
985,2024-08-02 07:35:45,7,Friday,Промзона,Промзона,4,9.6,40,377
986,2024-03-01 16:58:27,16,Friday,Центр,Аэропорт,3,3.3,10,190
987,2024-03-07 17:18:02,17,Thursday,Спальный-Север,ТЦ-Мега,4,33.5,66,960
988,2024-09-19 17:04:10,17,Thursday,ТЦ-Мега,ТЦ-Мега,3,15.9,50,480
989,2024-01-02 08:10:36,8,Tuesday,Университет,Спальный-Юг,3,8.4,31,337
990,2024-05-31 19:45:17,19,Friday,Спальный-Север,Спальный-Юг,1,19.8,45,437
991,2024-05-22 16:59:08,16,Wednesday,Спальный-Север,Спальный-Север,1,10.2,40,368
992,2024-06-26 00:40:38,0,Wednesday,Спальный-Юг,Аэропорт,4,34.1,91,1014
993,2024-05-30 20:20:03,20,Thursday,Спальный-Юг,Аэропорт,3,22.3,41,529
994,2024-10-02 22:42:55,22,Wednesday,ТЦ-Мега,Спальный-Юг,2,27.5,107,673
995,2024-04-22 19:20:17,19,Monday,ТЦ-Мега,Аэропорт,4,7.9,28,319
996,2024-08-10 08:23:09,8,Saturday,Аэропорт,Аэропорт,2,31.7,65,668
997,2024-04-02 15:41:18,15,Tuesday,ТЦ-Мега,Спальный-Север,1,1.7,4,131
998,2024-08-06 07:15:29,7,Tuesday,Аэропорт,Центр,1,31.9,141,797
999,2024-01-11 11:07:52,11,Thursday,Аэропорт,Спальный-Север,1,1.5,6,144
1000,2024-11-17 09:38:00,9,Sunday,Промзона,Вокзал,2,27.9,51,758
1001,2024-10-15 07:57:28,7,Tuesday,Спальный-Север,Центр,3,28.7,75,732
1002,2024-03-04 16:01:52,16,Monday,ТЦ-Мега,Аэропорт,1,2.5,8,149
1003,2024-01-13 20:14:27,20,Saturday,ТЦ-Мега,Вокзал,4,14.1,39,388
1004,2024-02-26 08:14:06,8,Monday,Промзона,Вокзал,3,33.5,86,700
1005,2024-02-13 20:57:02,20,Tuesday,Аэропорт,ТЦ-Мега,2,21.6,49,572
1006,2024-12-17 20:19:39,20,Tuesday,Университет,Промзона,3,28.8,79,634
1007,2024-12-30 18:51:04,18,Monday,Аэропорт,Промзона,2,27.8,115,935
1008,2024-09-01 11:52:04,11,Sunday,Аэропорт,Вокзал,3,4.8,14,220
1009,2024-04-03 23:49:24,23,Wednesday,ТЦ-Мега,Промзона,2,13.0,41,401
1010,2024-11-30 18:58:15,18,Saturday,Университет,Спальный-Север,4,14.0,46,435
1011,2024-08-03 06:33:36,6,Saturday,Вокзал,Спальный-Север,3,27.4,109,707
1012,2024-01-09 00:23:35,0,Tuesday,Промзона,Промзона,2,17.1,37,398
1013,2024-03-14 09:53:54,9,Thursday,Спальный-Север,Спальный-Север,1,19.8,85,591
1014,2024-03-01 18:44:45,18,Friday,ТЦ-Мега,Промзона,1,5.9,22,256
1015,2024-12-05 17:37:04,17,Thursday,Аэропорт,Промзона,2,17.2,59,452
1016,2024-02-09 06:00:36,6,Friday,Университет,Аэропорт,3,29.3,86,848
1017,2024-06-21 13:28:50,13,Friday,Центр,Центр,2,22.9,42,484
1018,2024-01-06 13:25:53,13,Saturday,Спальный-Юг,Спальный-Юг,2,15.4,67,489
1019,2024-03-21 12:17:05,12,Thursday,Спальный-Север,ТЦ-Мега,1,18.7,83,514
1020,2024-04-04 08:52:47,8,Thursday,Университет,Университет,3,34.2,117,771
1021,2024-07-26 17:52:24,17,Friday,Спальный-Север,Спальный-Юг,1,6.6,26,274
1022,2024-07-04 07:38:49,7,Thursday,Вокзал,Вокзал,2,29.8,56,654
1023,2024-06-07 16:12:35,16,Friday,Вокзал,Центр,4,7.9,34,282
1024,2024-06-10 05:05:19,5,Monday,ТЦ-Мега,Спальный-Север,3,1.3,4,127
1025,2024-07-01 18:08:44,18,Monday,Вокзал,Аэропорт,1,23.9,64,729
1026,2024-07-14 15:30:37,15,Sunday,Университет,Вокзал,1,30.5,58,631
1027,2024-04-28 21:56:13,21,Sunday,Аэропорт,Промзона,4,28.5,102,865
1028,2024-06-22 18:18:23,18,Saturday,ТЦ-Мега,Спальный-Север,2,22.2,96,567
1029,2024-11-06 23:04:09,23,Wednesday,Центр,Аэропорт,3,20.3,91,545
1030,2024-02-14 14:31:06,14,Wednesday,Вокзал,Спальный-Юг,3,16.5,37,421
1031,2024-02-06 10:11:45,10,Tuesday,Спальный-Юг,Университет,2,27.2,68,691
1032,2024-10-18 21:31:02,21,Friday,Аэропорт,Университет,3,13.4,34,384
1033,2024-11-15 14:20:23,14,Friday,Центр,Центр,2,3.8,11,185
1034,2024-10-14 17:00:09,17,Monday,ТЦ-Мега,Вокзал,2,30.0,78,663
1035,2024-08-24 11:42:05,11,Saturday,Университет,Вокзал,1,12.9,40,404
1036,2024-02-25 08:58:59,8,Sunday,Вокзал,Промзона,3,14.5,43,418
